UPC,ASIN,Name,List Price,Model,MPN,Brand,Color,Sales Rank,Category,Pick & Pack,Weight Handling,Order Handling,30d Storage,VCF,FBA Fees,Referral,Width,Height,Length,Weight,Buy Box,FBA BB,New Offers,FBA Offers,AMZ on Listing
*078565854604,B0050TDLT8,Smokehouse 100-Percent Natural Prime Chips Dog Treats,18.99,85460,85460,SMOKEHOUSE TREATS,Prime Chips Chicken and Turkey,23211,Pet Products,1.06,2.34,1.00,0.12,0,4.52,0.15,9.29,3.7,11.18,1.06,16.99,Y,11,1,Y
*078565854611,B00GXLXJ5I,Smokehouse Pet Products 85461 SMOKEHOUSE PET PRODUCTS,339.6,,85461,SmokeHouse,,,Pet Products,4.09,9.08,0.00,0.76,0,13.93,0.15,15,12,17,10,290.66,N,1,0,N
*078565854611,B00M1UYSL4,Smokehouse Pet Products-Usa Prime Chips Dog Treats Resealable Bag- Chicken Breast 4 Ounce,20.12,,114105,SMOKEHOUSE TREATS,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,18.06,N,2,0,N
*078565854611,B008D0TQP4,"SMOKEHOUSE PET PRODUCTS 85461 Chicken Prime Chips Treat for Dogs, 4-Ounce",9.68,85461,85461,SmokeHouse,,287386,Pet Products,1.06,0.96,1.00,0.00,0,3.02,0.15,2.9,0.8,5.4,0.25,7.59,N,20,0,N
*700580186391,B0050TDLUM,"Smokehouse 100-Percent Natural Prime Chips Chicken Dog Treats, 8-Ounce",12.99,85462,85462,SMOKEHOUSE TREATS,,6676,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,4.5,1,9.3,0.6,8.39,Y,23,0,N
*078565854635,B0050TDLUW,"Smokehouse 100-Percent Natural Prime Chips Chicken Dog Treats, 16-Ounce",23.99,85463,85463,SMOKEHOUSE TREATS,32-Ounce,6498,Pet Products,1.06,2.34,1.00,0.10,0,4.50,0.15,9,3.4,10.5,2.14,26.95,N,16,0,N
*078565854734,B0062LKCU4,Smokehouse USA Made 6in Twisted Steer Pizzles (w/UPC) Shelf Display Box 50ct,846.38,,31085473,SmokeHouse,,409719,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,2,0,N
*078565854741,B005D4NNCA,Smokehouse Aries 25 Count Treat Twist Steer Pizzle,12.46,31085474,31085474,Smokehouse Aries,,145192,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,198.43,N,1,0,N
*078565857933,B000VVT9IM,"Smokehouse 100-Percent Natural Beef Munchies Dog Treats, 8-Ounce",8.99,85793,85793,SMOKEHOUSE TREATS,,44302,Pet Products,1.06,0.96,1.00,0.11,0,3.13,0.15,7.5,3.5,14,0.35,13.35,N,11,0,N
*078565858084,B000HEC48A,"Smokehouse 100-Percent Natural Chicken Breast Strips Dog Treats, 16-Ounce",16.99,85808,85808,SMOKEHOUSE TREATS,,106884,Pet Products,1.06,1.95,1.00,0.04,0,4.05,0.15,4.8,2.5,11.5,0.95,16.99,Y,7,0,N
*078565858114,B00GS6UCLC,Smokehouse 8 Pepperoni Stick 8OZ (Pack of 3),,,,SmokeHouse,,,Grocery,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,31.1,N,1,0,N
*078565858114,B00KOADTKY,Smokehouse 8 Pepperoni Stick 8OZ (Pack of 6),,,,SmokeHouse,,,Grocery,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,51.51,N,1,0,N
*078565858114,B000GQ816I,"Smokehouse Large 8-Inch Pepperoni Stix Dog Treats, 8-Ounce",0.0,85811,85811,SMOKEHOUSE TREATS,,54192,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,3.5,0.8,11.6,0.15,5.99,N,8,0,N
*078565858114,B0015CAEBM,Pepperoni Beef Stix,,,,Garvin's Prairie's Pride,,,Grocery,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,20.96,N,1,0,N
*078565858114,B00KOADUTY,Smokehouse 8 Pepperoni Stick 8OZ (Pack of 9),,,,SmokeHouse,,,Grocery,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,69.83,N,2,0,N
*078565858114,B00KOADVX4,Smokehouse 8 Pepperoni Stick 8OZ (Pack of 12),,,,SmokeHouse,,,Grocery,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,88.16,N,2,0,N
*078565858114,B00KOADX6Y,Smokehouse 8 Pepperoni Stick 8OZ (Pack of 18),,,,SmokeHouse,,,Grocery,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,128.13,N,1,0,N
*078565858374,B000R3NHL4,Chicken Stix,0.0,BC114044,85837-4,SmokeHouse,,545950,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,4,8.72,N,5,0,N
*078565858374,B0049H80NO,Chicken Stix,5.22,,85837,SmokeHouse,,451619,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,8.0,N,4,0,N
*078565858374,B0041LAMAW,"Smokehouse Pet Products DSM85837 Chicken Stix Dog Treat, 4-Ounce",79900.0,785284,785284,SmokeHouse,,260080,Pet Products,1.06,0.50,1.00,0.00,0,2.56,0.15,2.6,0.2,6,0.15,12.38,Y,1,1,Y
*078565858374,B002GCCQHU,Smokehouse Pet Products Smokehouse Chicken Stix 4oz (Resealable Bag),7.26,,078565858374,SmokeHouse,,301691,Pet Products,1.06,0.50,1.00,0.01,0,2.57,0.15,5,0.7,7.5,0.02,7.21,Y,5,0,N
*078565858374,B0049J8RDK,Chicken Stix (Pack of 2),,,85837,SmokeHouse,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,27.92,N,1,0,N
*078565858381,B0041LFSTM,Smokehouse Chicken Stix 8oz (resealable Bag),13.99,,TDPS26636,SmokeHouse,,600085,Pet Products,1.06,0.96,1.00,0.05,0,3.07,0.15,5.9,2.7,9.6,0.55,N/A,N,0,0,N
*078565858381,B000VVY0XG,"Smokehouse Chicken Stix Dog Treats, 8-Ounce",8.99,85838,85838,SMOKEHOUSE TREATS,,39496,Pet Products,1.06,0.96,1.00,0.02,0,3.04,0.15,3.5,2.1,9.6,0.6,5.72,N,16,0,N
*078565858404,B003BCRH64,Smokehouse Aries Treat USA Chicken Stix,21.42,31085840,31085840,Smokehouse Aries,,432533,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,N/A,N,1,0,N
*078565858404,B00HEOGD56,SmokeHouse Chick'n Stix Natural Dog Chew Treats 1-lb bag,,,85840-4,SmokeHouse,,427246,Pet Products,1.06,1.95,1.00,0.01,0,4.02,0.15,5.4,0.6,8.3,0.95,N/A,N,0,0,N
*079105100274,B00LXR5O82,Nutro Ultra Chunks in Gravy Adult Canned Dog Food,,,3U-108,Nutro,,434736,Pet Products,1.06,5.85,1.00,0.14,0,8.05,0.15,9,4.1,12.2,11.3,N/A,N,0,0,N
*079105100274,B003HCYH7A,"Ultra Adult Chunks in Gravy Canned Dog Food, 12.5-Ounce, Pack of 12",26.28,10076269,10076269,Nutro Core Wet Dog,,94136,Pet Products,1.06,6.24,1.00,0.14,0,8.44,0.15,8.98,4.09,12.05,12.05,47.4,Y,5,0,N
*079105100281,B0033Z2FCK,ULTRA Puppy Canned Puppy Food 12.5 Ounces (Pack of 12),23.88,10076271,10076271,Nutro Ultra Wet Dog,,7202,Pet Products,1.06,5.85,1.00,0.14,0,8.05,0.15,8.9,4.1,12.2,11.4,23.88,Y,7,2,Y
*079105100281,B003ZNX7TA,"Ultra Canned Puppy Food, 12.5-Ounce, Pack of 12",26.28,10076271,10076271,Nutro Ultra Wet Dog,,88785,Pet Products,1.06,5.85,1.00,0.14,0,8.05,0.15,8.9,4.1,12,11.3,26.28,Y,3,0,N
*079105100298,B003ZLKHVS,Dog Supplies Ultra Weight Management,47.71,,079105100298,"NUTRO PRODUCTS, INC.",,735032,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*079105100298,B003HCWHEK,ULTRA Weight Management Adult Canned Dog Food 12.5 Ounces (Pack of 12),26.28,10076272,10076272,Nutro Ultra Wet Dog,,14583,Pet Products,1.06,5.85,1.00,0.14,0,8.05,0.15,9,4.2,12.2,11.4,23.88,Y,4,0,N
*079105100304,B003HD29MO,"Ultra Senior Chunks in Gravy Canned Dog Food, 12.5-Ounce",26.28,10076273,10076273,Nutro Core Wet Dog,,119426,Pet Products,1.06,5.85,1.00,0.14,0,8.05,0.15,9,4.1,12.1,11.4,N/A,N,1,0,N
*079105100304,B00LZAT5OG,Nutro Ultra Senior Chunks in Gravy Canned Dog Food,,,3U-408,Nutro,,457386,Pet Products,1.06,5.85,1.00,0.13,0,8.04,0.15,8.9,3.8,12.1,11.15,N/A,N,0,0,N
*079105100311,B015OQZQ4Y,Nutro Ultra Large Breed Chunks in Gravy Adult Canned Dog Food,,,3U-508,Nutro,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,11.1,N/A,N,0,0,N
*079105100250,B003HD433W,ULTRA Large Breed Adult Canned Dog Food 12.5 Ounces (Pack of 12),23.88,10076274,10076274,Nutro Ultra Wet Dog,,131054,Pet Products,1.06,5.85,1.00,0.14,0,8.05,0.15,9,4.1,12.3,11.1,48.94,Y,4,2,Y
*079105101912,B008MZJSIA,Ultra Tray Adult 24x3.5oz,,,3W-101,Nutro,,388090,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,6.4,N/A,N,0,0,N
*079105101912,B004VRFL02,"ULTRA Adult Pate Dog Food, 3.5 oz., Pack of 24",1.79,10081610,10081610,Nutro Ultra Wet Dog,,115329,Pet Products,1.06,3.90,1.00,0.12,0,6.08,0.15,7.7,4.1,12.2,6.5,41.39,Y,3,0,N
*079105101929,B004VRFLU2,"ULTRA Pate Puppy Food, 3.5 oz., Pack of 24",35.99,10081612,10081612,Nutro Ultra Wet Dog,,36198,Pet Products,1.06,3.90,1.00,0.12,0,6.08,0.15,7.7,4.2,12.2,6.55,35.76,Y,2,1,Y
*622013218526,B004U7F3QA,ULTRA Small Breed Adult Pate Dog Food Trays 3.5 Ounces (Pack of 24),,10081614,10081614,Nutro Ultra Wet Dog,,7949,Pet Products,1.06,3.90,1.00,0.12,0,6.08,0.15,7.6,4.1,12.2,6.5,32.18,Y,7,0,N
*079105101936,B015L0GQW4,"Nutro Ultra Chicken, Lamb and Salmon Small Breed Adult Canned Dog Food",,,3W-301,Nutro,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,6.4,N/A,N,0,0,N
*079105102292,B005OCXRLI,NUTRO MAX CAT Adult Roasted Chicken Flavor Dry Cat Food 6 Pounds,16.99,10072442,10072442,Nutro Max Dry Cat,,16523,Pet Products,1.06,3.90,1.00,0.12,0,6.08,0.15,8.1,4.3,10.6,6.15,11.97,Y,12,0,N
*079105102292,B00CAO6VK2,Max6LB Chicken Cat Food,13.99,,10229,Ford,,,Home Improvement,1.06,3.90,1.00,0.19,0,6.15,0.15,10,6,10,6,26.48,N,5,0,N
*079105102315,B003ZKGCAY,Nutro Max Kitten - 3 lb,13.56,NTR10231,079105102315,Nutro,,,Grocery,1.06,2.73,1.00,0.08,0,4.87,0.15,7.2,4.8,7.7,3.15,16.65,N,1,0,N
*079105102315,B016LO8ZCI,"NUTRO MAX Kitten Roasted Chicken Flavor Dry Cat Food, 3 Pound",7.99,10072448,10072448,Nutro Max Dry Cat,,7541,Pantry,1.06,2.73,1.00,0.08,0,4.87,0.15,7.4,3.8,8.6,3,7.99,Y,1,0,N
*079105102315,B005OCW3Z4,NUTRO MAX CAT Kitten Roasted Chicken Flavor Dry Cat Food 3 Pounds,8.99,10072448,10072448,Nutro Max Dry Cat,,12094,Pet Products,1.06,2.34,1.00,0.06,0,4.46,0.15,6.1,3.2,9.9,2.7,8.99,Y,7,1,Y
*079105102322,B003ZKEU0I,Nutro Max Kitten - 6 lb,25.24,,791106,Nutro,,,Grocery,1.06,3.90,1.00,0.11,0,6.07,0.15,6.6,3.6,14.4,6.25,18.35,N,3,0,N
*079105102384,B001VJ3JTS,NUTRO MAX CAT Senior Roasted Chicken Flavor Dry Cat Food 6 Pounds,14.99,10072463,10072463,Nutro Max Dry Cat,,11277,Pet Products,1.06,3.90,1.00,0.09,0,6.05,0.15,6.1,3,16.2,6.1,11.06,Y,10,0,N
*079105102384,B003ZKK4EY,Nutro Max Senior - 6 lb,,NTR10238,NU10238,Nutro,,,Grocery,1.06,3.90,1.00,0.14,0,6.10,0.15,8.1,5,11.4,6.25,N/A,N,0,0,N
*079105102407,B003ZKK4CG,Nutro Max Adult - Salmon - 16 lb,26.49,10072470,10072470,Nutro,,,Grocery,1.06,3.90,1.00,0.14,0,6.10,0.15,8,5,11.5,6.15,25.99,N,2,0,N
*079105102414,B016LO91UI,"Nutro MAX Adult Cat Roasted Salmon Flavor Food, 6 Pound",13.99,10072469,10072469,Nutro Max Dry Cat,,6193,Pantry,1.06,3.90,1.00,0.14,0,6.10,0.15,8.3,4.4,12.1,6,10.79,Y,1,0,N
*079105102414,B005OCW6KQ,"MAX CAT Adult Cat Food Roasted Salmon Flavor, 6 lbs.",13.99,10072469,10072469,Nutro Max Dry Cat,,8095,Pet Products,1.06,3.90,1.00,0.14,0,6.10,0.15,7.7,4.1,14.5,6.3,10.79,Y,10,0,N
*079105102445,B00GY6R3A4,MaxInd6LB Chic Cat Food (Pack of 4),55.96,,10244,Ford,,,Pet Products,4.09,12.20,0.00,0.53,0,16.82,0.15,14,8,19,27,65.45,N,1,0,N
*079105102445,B001VJ5A0E,NUTRO MAX CAT Indoor Adult Roasted Chicken Flavor Dry Cat Food 6 Pounds,13.99,10072476,10072476,Nutro Max Dry Cat,,9416,Pet Products,1.06,3.90,1.00,0.13,0,6.09,0.15,7.4,5.2,11,6.15,11.96,Y,11,0,N
*700580105071,B001VIY8XA,NUTRO MAX CAT Indoor Adult Salmon Flavor Dry Cat Food 3 Pounds,8.99,10072482,10072482,Nutro Max Dry Cat,,36923,Pet Products,1.06,2.34,1.00,0.08,0,4.48,0.15,8.2,3,10.3,2.75,8.99,Y,7,0,N
*079105102476,B001VIYB32,NUTRO MAX CAT Indoor Adult Salmon Flavor Dry Cat Food 6 Pounds,13.99,10072483,NUD-186,Nutro Max Dry Cat,,18900,Pet Products,1.06,3.90,1.00,0.01,0,5.97,0.15,4.7,2,5.1,5.8,11.69,Y,9,0,N
*079105102506,B001VIWHGA,NUTRO MAX CAT Indoor Adult Weight Control Real Chicken Protein Dry Cat Food 16 Pounds,48.9,10072490,10072490,Nutro Max Dry Cat,,1979,Pet Products,4.09,8.30,0.00,0.28,0,12.67,0.15,14.5,3.4,23,16.5,20.69,Y,11,0,N
*079105102506,B001VJ3JW0,NUTRO MAX CAT Indoor Adult Weight Control Real Chicken Protein Dry Cat Food 6 Pounds,16.99,10072489,10072489,Nutro Max Dry Cat,,18050,Pet Products,1.06,3.90,1.00,0.23,0,6.19,0.15,8.6,4.9,17.2,6.4,12.99,Y,6,0,N
*626211279938,B005J3XI2A,"ULTRA Antioxidant Blend All Natural Dog Biscuits With Wild Blueberry and Pomegranate, 16 oz.",21.63,10090030,10090030,Nutro Ultra Dog Treats,,2301,Pet Products,1.06,1.95,1.00,0.05,0,4.06,0.15,5.5,2.6,11,1,5.99,N,11,0,N
*079105103589,B016LO8X6Q,"Nutro ULTRA Dry Puppy Food, 4.5 Pound",12.99,10090256,10090256,Nutro Ultra Dry Dog,,9017,Pantry,1.06,3.51,1.00,0.07,0,5.64,0.15,6.1,2.5,13.9,4.8,12.99,Y,1,0,N
*626211279969,B006VW55OC,ULTRA Dry Puppy Food 4.5 Pounds,14.99,10090256,10090256,Nutro Ultra Dry Dog,,87807,Pet Products,1.06,3.12,1.00,0.12,0,5.30,0.15,8.1,4.4,10.7,4.7,13.76,Y,12,0,N
*079105103640,B006TJVG22,"ULTRA Adult Dry Dog Food, 4.5 lbs.",14.99,10090271,10090271,Nutro Ultra Dry Dog,,16164,Pet Products,1.06,3.12,1.00,0.13,0,5.31,0.15,8,5.4,9.8,4.7,11.02,Y,9,0,N
*079105240086,B005KSOXJG,"ULTRA Small Breed Adult Dry Dog Food, 8 lbs.",24.99,10090277,10090277,Nutro Ultra Dry Dog,,7590,Pet Products,1.06,4.68,1.00,0.22,0,6.96,0.15,10.5,4.7,14.2,8.5,22.49,Y,12,0,N
*079105103688,B016LO8QYA,"NUTRO ULTRA Small Breed Adult Dry Dog Food, 8 Pound",25.99,10090277,10090277,Nutro Ultra Dry Dog,,6208,Pantry,1.06,4.68,1.00,0.24,0,6.98,0.15,11.2,5.6,12.1,8.1,22.49,Y,1,0,N
*079105103732,B006HKADC2,"ULTRA Weight Management Dry Dog Food, 4.5 lbs.",14.99,10090324,10090324,Nutro Ultra Dry Dog,,27594,Pet Products,1.06,3.51,1.00,0.18,0,5.75,0.15,8.3,4.4,15.4,4.8,14.69,Y,10,0,N
*079105104111,B00U9OELBG,Nutro Products NU10411 16 Oz. Ultra Oatmeal & Pumpkin Biscuit,60.48,,NU10411,Nutro,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*079105104111,B01BD1DIB2,Nutro Ultra All Natural Biscuits with Pumpkin & Oatmeal Healthy Dog Treats 16oz,8.42,,50410411,Nutro,,90854,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,13.31,N,1,0,N
*622013284972,B005J3XI6G,"ULTRA Healthy Digestion Blend All Natural Dog Biscuits With Oatmeal and Pumpkin, 16 oz.",7.99,10090033,10090033,Nutro Ultra Dog Treats,,3029,Pet Products,1.06,0.96,1.00,0.03,0,3.05,0.15,5.6,1.7,9.9,0.65,6.99,N,10,0,N
*079105104128,B005J3XIE8,"ULTRA Healthy Skin and Healthy Skin and Shiny Coat Blend All Natural Dog Biscuits With Salmon and Sunflower Oil, 16 oz.",8.49,10090035,10090035,Nutro Ultra Dog Treats,,3762,Pet Products,1.06,1.95,1.00,0.04,0,4.05,0.15,6,1.9,11,1.05,5.24,N,7,0,N
*079105104128,B00U9OEMOW,Nutro Products NU10412 16 Oz. Ultra Salmon & Sunflower Oil Biscuit,60.48,,NU10412,Nutro,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*079105104128,B01BD1DHHM,Nutro Ultra All Natural Biscuits Salmon Meal & Sunflower Oil Dog Treats 16oz,8.42,,50410412,Nutro,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,12.94,N,2,0,N
*628244328263,B005J3XIAC,"ULTRA Small Breed Formula All Natural Dog Biscuits With Our Superfood Blend, 16 oz.",60.48,10090037,10090037,Nutro Ultra Dog Treats,,7652,Pet Products,1.06,1.95,1.00,0.05,0,4.06,0.15,7,2.2,11,1.05,5.89,N,7,0,N
*079105104135,B0069VVKF8,Nutro Ultra Natural Biscuits Small Breed Formula Superfood Blend Dog Treats 16oz,8.42,,079105104135,Nutro,,756506,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,13.31,N,1,0,N
