UPC,ASIN,Name,List Price,Model,MPN,Brand,Color,Sales Rank,Category,Pick & Pack,Weight Handling,Order Handling,30d Storage,VCF,FBA Fees,Referral,Width,Height,Length,Weight,Buy Box,FBA BB,New Offers,FBA Offers,AMZ on Listing
*079105117500,B00TZI3QFE,"Nutro Core Dry Cat Food Company High Protein Adult Food with Chicken and Whole Brown Rice Recipe for Finicky Felines, 3-Pound",12.99,10124024,10124024,Nutro Core Dry Cat Food,Chicken Flavored,18568,Pet Products,1.06,2.73,1.00,0.05,0,4.84,0.15,5,4,8.1,3.2,11.69,Y,6,0,N
*079105117517,B00TZI3QEU,"The Nutro Company Grain Free Adult Cat Food with Duck and Potato Formula Food, 3-Pound",12.99,10124026,10124026,Nutro Core Dry Cat Food,Duck Flavored,10194,Pet Products,1.06,2.73,1.00,0.08,0,4.87,0.15,7.2,3.6,10,3.15,7.84,Y,7,0,N
*079105117524,B00TZI3VEU,"The Nutro Company Grain Free Adult Cat Food with Salmon and Potato Formula Food, 3-Pound",12.99,10124028,10124028,Nutro Core Dry Cat Food,Salmon Flavored,26358,Pet Products,1.06,2.73,1.00,0.11,0,4.90,0.15,8,3.3,13.5,3,11.24,Y,6,0,N
*079105117548,B00TZI3VJ0,"The Nutro Company Hairball Control Adult Cat Food with Chicken and Whole Brown Rice Formula, 3-Pound",12.99,10124032,10124032,Nutro Core Dry Cat Food,Chicken Flavored,13854,Pet Products,1.06,2.73,1.00,0.09,0,4.88,0.15,7.4,4.2,8.8,3.3,11.35,Y,5,0,N
*622013152844,B00TZI3YZ6,"Nutro Core Dry Cat Food Wholesome Essentials Kitten Food with Chicken and Whole Brown Rice Formula, 6.5-Pound",21.99,10079105117552,10124034,Nutro Core Dry Cat Food,Chicken,14934,Pet Products,1.06,3.90,1.00,0.13,0,6.09,0.15,8.2,4.4,11.5,6.7,21.99,Y,8,0,N
*079105117562,B00TZI46ZI,"The Nutro Company Wholesome Essentials Adult Cat Food with Turkey and Whole Brown Rice Formula, 6.5-Pound",34.99,10123991,10124036,Nutro Core Dry Cat Food,Turkey Flavored,33810,Pet Products,1.06,3.90,1.00,0.14,0,6.10,0.15,8.1,4.3,12.9,6.7,19.36,Y,10,0,N
*079105117579,B00TZI432Y,"The Nutro Company Wholesome Essentials Adult Cat Food with Salmon and Whole Brown Rice Formula, 6.5-Pound",21.99,10124038,10124038,Nutro Core Dry Cat Food,Salmon,66832,Pet Products,1.06,4.29,1.00,0.19,0,6.54,0.15,8.4,4.4,16.2,7.7,18.99,Y,7,0,N
*079105117586,B01BBFO530,Nutro Cat Food,118.44,791372,791372,Nutro,,,Pet Products,4.09,10.64,0.00,0.00,0,14.73,0.15,1.5,1.5,1.5,22.24,29.31,N,2,0,N
*079105117593,B00TZI3QCW,"The Nutro Company Indoor Adult Cat Food with White Fish and Whole Brown Rice Formula, 6.5-Pound",21.99,10124042,10124042,Nutro Core Dry Cat Food,Fish,60741,Pet Products,1.06,3.90,1.00,0.16,0,6.12,0.15,8.4,5.1,12,6.75,21.99,Y,9,0,N
*079105117609,B00TZI3Z50,"The Nutro Company Indoor Senior Cat Food with Whitefish and Whole Brown Rice Formula, 6.5-Pound",21.99,10124044,10124044,Nutro Core Dry Cat Food,Fish,113902,Pet Products,1.06,3.90,1.00,0.15,0,6.11,0.15,8.3,4.4,13.4,6.25,21.7,Y,7,0,N
*079105117616,B00TZI3VPY,"The Nutro Company Indoor Senior Cat Food with Chicken and Whole Brown Rice Formula, 6.5-Pound",21.99,10079105117613,10124046,Nutro Core Dry Cat Food,Chicken,53654,Pet Products,1.06,3.90,1.00,0.16,0,6.12,0.15,8.3,4.4,14.2,6.75,21.99,Y,7,0,N
*079105117630,B00TZI3QKE,"Nutro Core Dry Cat Food Company High Protein Adult Food with Chicken and Whole Brown Rice Recipe for Finicky Felines, 6.5-Pound",23.99,10124050,10124050,Nutro Core Dry Cat Food,Chicken Flavored,28238,Pet Products,1.06,4.29,1.00,0.14,0,6.49,0.15,7.7,4.9,11.8,6.8,18.99,Y,5,0,N
*079105117647,B00TZI3SUC,"The Nutro Company Grain Free Adult Cat Food with Duck and Potato Formula, 6.5-Pound",23.99,10079105117644,10079105117644,Nutro Core Dry Cat Food,Duck Flavored,29906,Pet Products,1.06,3.90,1.00,0.15,0,6.11,0.15,8.5,3.3,17.2,6.7,21.59,Y,5,0,N
*079105117654,B00TZI3VIQ,"The Nutro Company Grain Free Adult Cat Food with Salmon and Potato Formula, 6.5-Pound",23.99,10124054,10124054,Nutro Core Dry Cat Food,Salmon Flavored,27080,Pet Products,1.06,3.90,1.00,0.20,0,6.16,0.15,8.3,4.9,16.1,6.55,18.56,Y,6,0,N
*079105117678,B00TZI3VRC,"The Nutro Company Hairball Control Adult Cat Food with Chicken and Whole Brown Rice Formula, 6.5-Pound",23.99,10079105117675,10124058,Nutro Core Dry Cat Food,Chicken Flavored,48825,Pet Products,1.06,3.90,1.00,0.13,0,6.09,0.15,8,3,17.7,6.65,23.46,Y,7,2,Y
*079105117722,B00PYVQ4E6,"The Nutro Company Rotations Chicken and Brown Rice Recipe, 4-Pound",18.98,10127594,10127594,Nutro Core Dry Dog,,25693,Pet Products,1.06,3.12,1.00,0.10,0,5.28,0.15,8.1,4.6,8.3,4.2,8.4,Y,8,1,Y
*079105117739,B00PYVQ806,"The Nutro Company Rotations Lamb, Potato and Flaxseed Recipe, 4-Pound",18.98,10127596,10127596,Nutro Core Dry Dog,,66497,Pet Products,1.06,3.12,1.00,0.11,0,5.29,0.15,8.7,4.2,9.5,4.1,12.61,Y,8,0,N
*079105117746,B00PYVQBL2,"The Nutro Company Rotations Salmon, Barley and Peas Recipe, 4-Pound",18.98,10127598,10127598,Nutro Core Dry Dog,,56142,Pet Products,1.06,3.12,1.00,0.11,0,5.29,0.15,8.7,4,9.9,4.25,12.18,Y,8,0,N
*079105117791,B00JLU6K5E,"Nutro Natural Choice Small Breed Chicken, Oatmeal Whole Brown Rice Puppy (24x3.5oz)",,,NTR37085,Natural Choice,,398533,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,5.25,52.99,N,2,0,N
*079105117807,B003QRFNOM,NATURAL CHOICE Small Breed Adult Savory Lamb and Vegetable Recipe Slices in Gravy Tray - 3.5 oz. (100 g),30.99,10090201,10090201,Nutro Core Wet Dog,,96895,Pet Products,1.06,3.90,1.00,0.11,0,6.07,0.15,7.4,3.8,12.2,6.4,30.38,Y,7,0,N
*079105117814,B00VF2H8UC,Nutro Natural Choice Small Breed Chicken Whole Brown Rice Adult Dog (24x3.5oz),,,NTR37089,Natural Choice,,634384,Pet Products,1.06,3.51,1.00,0.25,0,5.82,0.15,10,5,16,5.25,52.99,N,3,0,N
*079105117821,B00XWV79D0,Nutro Puppy Beef/Vegetable Dinner 24/3.5oz,,,,"NUTRO PRODUCTS, INC.",,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*079105117845,B016LO984C,"The Nutro Company Small Breed Adult Weight Management Food for Dogs with Chicken, Whole Brown Rice and Oatmeal Formula, 4 Pound",,10129615,10129615,Nutro Core Dry Dog,,5265,Pantry,1.06,0.96,1.00,0.16,0,3.18,0.15,8.1,4.9,13,0.02,12.59,Y,1,0,N
*079105117845,B00TQRK742,"The Nutro Company Small Breed Adult Weight Management Food for Dogs with Chicken, Whole Brown Rice and Oatmeal Formula, 4-Pound",14.99,10129615,10129615,Nutro Core Dry Dog,Adult,21369,Pet Products,1.06,3.12,1.00,0.08,0,5.26,0.15,6.1,4.3,9.5,4.55,12.59,Y,7,0,N
*079105117494,B00TZI3ZA0,"The Nutro Company Weight Loss Adult Cat Food with Chicken and Whole Brown Rice Formula, 3-Pound",12.99,10137655,10124022,Nutro Core Dry Cat Food,Chicken Flavored,,Pet Products,1.06,2.73,1.00,0.15,0,4.94,0.15,8,5,12,3,21.55,N,1,0,N
*079105112215,B00BXGS99Y,NATURAL CHOICE Weight Loss Adult Cat Chicken and Whole Brown Rice Formula - 3 lbs. (1.36 kg),12.99,10105532,NUD-469,Nutro Core Dry Cat Food,,13860,Pet Products,1.06,2.73,1.00,0.06,0,4.85,0.15,7.2,3.75,7.3,3.2,4.52,N,4,0,N
*079105119924,B01BT16D86,NUTRO MAX Adult Recipe With Farm Raised Chicken Mini Chunk Dry Dog Food 4 Pounds,5.99,10142856,10142856,Nutro,,,Pet Products,1.06,3.12,1.00,0.15,0,5.33,0.15,8,5,12,4,N/A,N,1,0,N
*079105119955,B01BT16D5E,NUTRO MAX Adult Grain Free Recipe With Farm Raised Chicken Dry Dog Food 4 Pounds,6.99,10143172,10143172,Nutro,,,Pet Products,1.06,3.12,1.00,0.15,0,5.33,0.15,8,5,12,4,N/A,N,1,0,N
*079105119962,B01BT16CZ0,NUTRO MAX Adult Grain Free Recipe With Farm Raised Chicken Mini Chunk Dry Dog Food 4 Pounds,6.99,10143175,10143175,Nutro,,,Pet Products,1.06,3.12,1.00,0.15,0,5.33,0.15,8,5,12,4,N/A,N,0,0,N
*079105119979,B01BT16D04,NUTRO MAX Adult Grain Free Recipe With Pasture Fed Lamb Dry Dog Food 4 Pounds,6.99,10143177,10143177,Nutro,,,Pet Products,1.06,3.12,1.00,0.15,0,5.33,0.15,8,5,12,4,N/A,N,1,0,N
*079105119986,B01BT16DCC,NUTRO MAX Adult Grain Free Recipe With Salmon Dry Dog Food 4 Pounds,6.99,10143179,10143179,Nutro,,,Pet Products,1.06,3.12,1.00,0.15,0,5.33,0.15,8,5,12,4,N/A,N,1,0,N
*079105120364,B01BT16OMG,"Nutro Grain Free Chicken and Lentils Dog Food, 4 lb",13.99,10145558,10145558,Nutro,,,Pet Products,1.06,3.12,1.00,0.15,0,5.33,0.15,8,5,12,4,13.99,Y,1,0,N
*079105120449,B01BT16RBO,"Nutro Grain Free Lamb and Lentils Dog Food, 4 lb",13.99,10145640,10145640,Nutro,,,Pet Products,1.06,3.12,1.00,0.15,0,5.33,0.15,8,5,12,4,N/A,N,0,0,N
*079105120487,B01BT16JO4,"Nutro Wild Frontier Grain Free Dog Food with Chicken, 4 lb",14.99,10145686,10145686,Nutro,,,Pet Products,1.06,3.12,1.00,0.15,0,5.33,0.15,8,5,12,4,14.99,Y,1,0,N
*079105120500,B01BT16NCW,"Nutro Wild Frontier Grain Free Dog Food with Venison, 4 lb",14.99,10145693,10145693,Nutro,,,Pet Products,1.06,3.12,1.00,0.15,0,5.33,0.15,8,5,12,4,14.99,Y,1,0,N
*079105120524,B01BT16NF4,"Nutro Wild Frontier Grain Free Dog Food with Salmon, 4 lb",14.99,10145696,10145696,Nutro,,,Pet Products,1.06,3.12,1.00,0.15,0,5.33,0.15,8,5,12,4,14.99,Y,1,0,N
*079105120548,B01BT16NFO,"Nutro Wild Frontier Grain Free Dog Food with Lamb, 4 lb",14.99,10145699,10145699,Nutro,,,Pet Products,1.06,3.12,1.00,0.15,0,5.33,0.15,8,5,12,4,14.99,Y,1,0,N
*079105311267,B003ZNV7BK,Nutro Max Dog Beef 12.5,1.49,,079105311267,Nutro,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*079105311267,B0009YWMEE,"Max Dog Beef and Rice Dinner, 12.5-Ounce, Pack of 12",19.08,10059666,10059666,Nutro Max Wet Dog Food,,23299,Pet Products,1.06,5.85,1.00,0.14,0,8.05,0.15,9,4.1,12.2,11.22,18.26,Y,6,0,N
*626211281146,B002CZLN48,Max Dog Beef/Rice Cans (Pack of 12),,,3A-304,Nutro,,47991,Pet Products,1.06,5.85,1.00,0.16,0,8.07,0.15,9.5,4.5,12,11.1,22.73,N,6,0,N
*079105311281,B00063478W,"Nutro MAX Senior Dog Chicken and Rice Dinner Canned Food (Pack of 12, 12.5 oz each)",,,3A-404,Nutro,,334406,Pet Products,1.06,6.24,1.00,0.14,0,8.44,0.15,9,4.1,12.1,11.8,N/A,N,0,0,N
*079105311281,B003ZKCRXU,Nutro Max Chicken Rice Senior Dog (12x12.5oz),,10059667,NTR10654,Natural Choice,,314133,Pet Products,1.06,1.95,1.00,0.14,0,4.15,0.15,9,4.1,12.2,0.95,28.99,N,1,0,N
*079105311281,B0009YWMEO,Dog Supplies Max Dog Senior,,,NU31129,Nutro,,680242,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,27.17,N,1,0,N
*079105311281,B003ZHT16Y,Max Dog Senior 12/12.5 OZ,1.49,,079105311281,Nutro,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*079105331005,B011BT220Y,Nutro Max Cat Chicken Lamb Adult (24x5.5oz),,,NTR33124,Natural Choice,,509575,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,4.5,N/A,N,0,0,N
*079105331005,B002Z9HI0E,"MAX CAT Adult Cat Food Chicken and Lamb Formula Cans, 5.5 oz., Pack of 24",25.99,10059674,10059674,Nutro Max Wet Cat,,11120,Pet Products,1.06,5.07,1.00,0.14,0,7.27,0.15,10.4,3.2,13.8,9.4,23.99,Y,8,0,N
*079105334006,B001EZ2D28,Nutro MAX CAT Gourmet Classics Chicken and Liver Canned Cat Food,,,4C-201,Nutro,,287232,Pet Products,1.06,5.07,1.00,0.11,0,7.24,0.15,9.1,2.8,13.7,9.45,N/A,N,1,0,N
*079105334006,B0002DK2XU,Nutro Max Cat Chicken Liver Adult (24x5.5oz),,,NTR33406,Natural Choice,,474841,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,4.5,47.24,N,2,0,N
*079105335065,B000084EAY,"MAX CAT Adult Cat Food Turkey and Giblets Formula Cans, 5.5 oz., 24 Count",25.99,10059687,10059687,Nutro Max Wet Cat,,17759,Pet Products,1.06,5.07,1.00,0.17,0,7.30,0.15,10.4,3.8,14.1,9.45,23.99,Y,9,0,N
*079105335003,B003ZLFCU4,Max Cat Turkey/Giblets 5.5Oz.,1.19,,079105335003,Nutro,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,1,0,N
*079105352727,B003ZKK4GW,"Nutro, Canned Cat Food, Max Gourmet Classics Chicken & Ocean Fish Formula, 3 oz",,,,Nutro,,,Grocery,1.06,0.96,1.00,0.00,0,3.02,0.15,2.2,1.4,2.4,0.2,N/A,N,0,0,N
*079105352727,B0062LKJAM,Nutro Max Kitten Can Chicken & Oceanfish 24/3 oz,,,,Nutro,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,30.76,N,1,0,N
*079105352727,B002CYUPES,"Nutro MAX CAT Chicken & Ocean Fish Formula Gourmet Classics Canned Kitten Food, 3 Ounce Cans (Pack of 24)",,,4F-400,Nutro,,141038,Pet Products,1.06,3.51,1.00,0.09,0,5.66,0.15,7.9,3.3,10.8,5.35,42.94,Y,3,0,N
*079105352895,B0002ASBFY,NUTRO MAX CAT Adult Chicken Supreme Entrée Chunks in Sauce Canned Cat Food,20.99,10059753,791169,Nutro Max Wet Cat,,4156,Pet Products,1.06,3.51,1.00,0.09,0,5.66,0.15,7.9,3.2,11,5.4,20.63,Y,9,0,N
*079105352888,B0051GBPUC,Nutro Max Cat Chicken Supreme Adult (24x3oz),,,NTR35289,Natural Choice,,19609,Pet Products,1.06,3.51,1.00,0.09,0,5.66,0.15,7.7,3.2,11.2,5.55,27.29,Y,5,2,N
*079105352888,B003ZKGCQS,"Nutro, Canned Cat Food, Max Gourmet Classics Chicken Formula, 3 oz",,,10059753,Nutro,,,Grocery,1.06,0.96,1.00,0.00,0,3.02,0.15,2.6,1.4,2.6,0.2,N/A,N,0,0,N
*079105352918,B002Z9LHP6,NUTRO MAX CAT Adult Lamb and Turkey Cutlets Entree Chunks in Sauce Canned Cat Food (Pack of 24),20.99,10059756,10059756,Nutro Max Wet Cat,,3659,Pet Products,1.06,3.51,1.00,0.08,0,5.65,0.15,7.8,3.1,11,5.3,17.98,Y,9,0,N
*079105352901,B002CYNNLA,"Nutro MAX CAT Lamb &Turkey Cutlets Platter Gourmet Classics Adult Cat Food, Case of 24",,,4R-200,Nutro,,42199,Pet Products,1.06,3.51,1.00,0.08,0,5.65,0.15,7.8,3.1,10.8,5.4,34.32,Y,3,0,N
*079105352901,B017A4Z67K,"Max Cat 10059756 Max Cat, 3 oz. Lamb & Turkey Formula - Cat Food",17.12,,169244,Max Cat,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,9.76,N,1,0,N
*079105352925,B001AJJ1K0,Nutro MAX CAT Salmon Entrée Gourmet Classics Adult Canned Cat Food,0.0,,4R-300,Nutro,,73401,Pet Products,1.06,3.51,1.00,0.12,0,5.69,0.15,8.5,3.7,11.9,5.35,37.58,Y,4,0,N
*079105352925,B017A4Z800,"Max Cat 10059760 Max Cat, 3 oz. Salmon Formula - Cat Food",17.12,,169246,Max Cat,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,9.76,N,1,0,N
*079105352925,B003ZKGCV8,"Nutro, Canned Cat Food, Max Gourmet Classics Salmon & White Fish Entree, 3 oz",,,10059760,Nutro,,,Grocery,1.06,0.96,1.00,0.00,0,3.02,0.15,2.5,1.3,2.5,0.1,1.04,N,1,0,N
*079105352925,B0062LKKEM,Nutro Max Cat Adult Can Salmon Entree 24/3 oz,,,30900,Nutro,,91553,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,31.9,N,4,0,N
*079105352963,B002CYP9O4,Nutro Can Cat Turkey Liver- 24(3 ounce) Cans,,,4R-600,Nutro,,133973,Pet Products,1.06,3.51,1.00,0.08,0,5.65,0.15,7.9,2.9,10.7,5.35,30.0,N,2,0,N
*079105352963,B017A4ZCAQ,"Max Cat 10059771 Max Cat, 3 oz. Turkey & Chicken Liver Formula - Cat Food",17.12,,169251,Max Cat,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*079105352963,B0062LKL3C,Nutro Max Cat Adult Can Turkey & Chicken Liver Entree 24/3 oz,,,10059771,Ford,,327573,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,3,3,3,0,N/A,N,1,0,N
*079105352987,B0062LKLFK,Nutro Max Cat Adult Can Seafood & Tomato Bisque 3 oz,,,10059770,Nutro,,237874,Pet Products,1.06,3.51,1.00,0.09,0,5.66,0.15,7.8,3.2,11,5.2,N/A,N,3,0,N
*079105352987,B017A4ZAFI,"Max Cat 10059770 Max Cat, 3 oz. Seafood & Tomato Formula - Cat Food",17.12,,169245,Max Cat,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,9.76,N,1,0,N
*079105352987,B002CYT57G,MCGC Can Cat Seafood Tomato 24- 3 oz cans,,,4R-700,Nutro,,190455,Pet Products,1.06,5.85,1.00,0.08,0,7.99,0.15,7.9,3.2,10.7,10.85,38.9,N,3,0,N
*079105353007,B001VJ1E1S,Nutro MAX CAT Savory Hunter's Stew with Duck Gourmet Classics Adult Canned Cat Food,,,,Max,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*079105353007,B002CYP9QC,MCGC Can Cat Savory Duck 24x3oz,,,4R-800,Nutro,,215369,Pet Products,1.06,3.51,1.00,0.09,0,5.66,0.15,8.2,3.1,11,5.35,N/A,N,0,0,N
*079105353007,B0062LKLTQ,Nutro Max Cat Adult Can Savory Duck 24/3 oz,,,NTR35301,Natural Choice,,528905,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,40.74,N,2,0,N
*079105353021,B002CYT5DA,Nutro Max Savory Venison Canned Cat Food 3 oz. 24 cans,,,4R-900,Nutro,,32995,Pet Products,1.06,3.51,1.00,0.08,0,5.65,0.15,7.8,3.2,10.7,5.3,32.63,Y,5,0,N
*079105353021,B017A4ZECC,"Max Cat 10059766 Max Cat, 3 oz. Venison Formula - Cat Food",17.12,,169247,Max Cat,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,9.76,N,1,0,N
*079105353021,B0062LKM86,Nutro Max Cat Adult Can Savory Venison 24/3 oz,,,10059766,Ford,,113304,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,3,1,3,0,30.76,N,3,0,N
*079105353168,B003ZAHFLO,NUTRO MAX Large Breed Adult Beef and Rice Dinner Chunks in Gravy Canned Dog Food (Pack of 12),19.08,NTR10657,NTR10657,Nutro Max Wet Dog Food,,7436,Pet Products,1.06,5.85,1.00,0.15,0,8.06,0.15,9.7,4.1,12.2,11.18,19.08,Y,4,1,Y
*079105353168,B0018PD27Y,Max Large Breed Beef/Rice Can (Pack of 12),,,3A 504,Nutro,,250195,Pet Products,1.06,6.63,1.00,0.01,0,8.70,0.15,3,3,3,13.2,22.73,N,4,0,N
*079441001143,B003OWRJ9Q,"Pureness Heavyweight Cat Dish, 11.5-Ounce",2.19,K7W,K7W,Pureness,,100170,Pet Products,1.06,0.96,1.00,0.02,0,3.04,0.15,6.3,1.5,6.8,0.15,5.12,Y,8,0,N
*079441002010,B005X9Z6SO,A - 1 Lightweight Dish - Small,,,TDPS14388,TDPS,,577158,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,3,7.7,N,2,0,N
*079441002010,B0002ASBYU,"Pureness Lightweight Small Dish, 16-Ounce",1.09,A1,A1,Pureness,blue,112541,Pet Products,1.06,0.96,1.00,0.02,0,3.04,0.15,5.8,1.8,5.9,0.09,4.82,Y,16,0,N
*079441002010,B00DAMMHI8,Lightweight Dish,1.61,,A1,Van Ness,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,3,9.79,N,1,0,N
*079441002010,B00HYFI0BK,Van Ness Plastics 794400 Cat-Puppy Lite Weight Dish Sm,16.97,,794400,Van Ness,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,3,5.09,N,1,0,N
*079441002027,B00HYFI16O,Van Ness Plastics 794401 Medium Lite Weight Dish,17.43,,794401,Van Ness,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,5.68,N,1,0,N
*079441002027,B0002ASBZ4,"Pureness Lightweight Medium Dish, 20-Ounce",1.18,B2,B2,Pureness,,219682,Pet Products,1.06,0.50,1.00,0.01,0,2.57,0.15,6.1,0.6,6.3,0.22,5.77,Y,11,0,N
*079441002027,B00BUFVV84,Van Ness Plastics 794401 Medium Lite Weight Dish,2.62,BC224812,77000202,Van Ness,Green,601774,Pet Products,1.06,0.50,1.00,0.01,0,2.57,0.15,6.2,0.7,6.3,0.02,4.25,N,5,0,N
*079441002119,B005X9FBSY,3PK Dd - 1 Lightweight Double Diner - Small (Catalog Category: Dog / Dishes & Bowls),,DD1,VANDD1,TDP,Assortment,412576,Pet Products,1.06,0.96,1.00,0.04,0,3.06,0.15,5.4,2.3,10.5,0.45,10.65,N,1,0,N
*079441002119,B0002ASBZY,Pureness Lightweight Small Double Dish 16-Ounce Per Side,1.29,DD1,DD1,Pureness,,109131,Pet Products,1.06,0.96,1.00,0.03,0,3.05,0.15,5.4,1.5,10.1,0.15,4.21,Y,20,0,N
*079441002119,B01CN8Z5P6,Van Ness Lightweight Double Diner Small 10 oz. Per Side,,,,Van Ness,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*079441002119,B00HYFI3MG,Van Ness Plastics 794415 Lite Weight Double Diner Sm,17.06,,794415,Van Ness,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,5.14,N,1,0,N
*079441002126,B0010Q7V32,Pureness Lightweight Medium Double Dish 42-Ounce,2.59,DD2,DD2,Pureness,,156981,Pet Products,1.06,0.96,1.00,0.05,0,3.07,0.15,5.9,2.1,12.3,0.45,4.81,N,12,0,N
*079441002126,B00BUFW26O,Lightweight Diner Pet Dish Capacity: Medium,17.89,BC224855,DD2,Van Ness,Blue,501670,Pet Products,1.06,0.96,1.00,0.04,0,3.06,0.15,6,1.8,10.5,0.35,6.28,Y,3,0,N
*079441002126,B00HYFI49S,Van Ness Plastics 794416 Medium Lite Weight Double Dish,17.94,,794416,Van Ness,,574843,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,6.59,N,2,0,N
*079441002126,B00CHS2TG6,Dd - 2 Lightweight Double Diner - Medium,,,,Van Ness,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,20.09,N,1,0,N
*079441002195,B008EHLL68,Pureness Eco Natural Litter Scoop,8.25,ELS100,ELS100,Pureness,,49974,Pet Products,1.06,0.96,1.00,0.05,0,3.07,0.15,6.1,2.2,10.8,0.3,4.16,N,11,0,N
*079441002195,B00W5T0G2G,Van Ness Plastic Molding-Eco Litter Scoop- Assorted Regular ELS100,13.5,,225055,Van Ness,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,10.88,N,2,0,N
*079441002225,B007QH7KQM,"Eco Dog Dish Size: Small (1.5"" H x 5.5"" W x 6.5"" D)",3.14,EC2,EC2,Van Ness,beige/khaki,413082,Pet Products,1.06,0.50,1.00,0.01,0,2.57,0.15,5.8,0.7,7,0.15,10.8,Y,1,0,N
*079441002225,B00CQ7CWTW,Van Ness Plastics 794603 Eco Natural Small Dish,18.43,,794603,Van Ness,,437375,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*079441002225,B00U9O3MN4,Van Ness Plastic Molding - Eco Dish- Assorted 8 Ounce - EC2,9.98,,225035,Van Ness,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*079441002225,B004Y0X6CG,"Van Ness EC2-G Small ECO Pet Bowl, Green",3.39,EC2-G,EC2-G,Van Ness,Green,161206,Pet Products,1.06,0.96,1.00,0.02,0,3.04,0.15,6.1,1.7,7.2,0.4,7.48,Y,4,0,N
*079441002263,B00L87F25C,"Van Ness Ecoware Dog Dish, 16-Ounce",11.0,ECW30,ECW30,Van Ness,Cream,255892,Pet Products,1.06,0.96,1.00,0.02,0,3.04,0.15,6,1.88,6,0.38,6.49,N,8,0,N
*634252064673,B007ZHUY84,Van Ness ProduCounts CVNCC1 Pet Food Can Cover,1.99,794610,794610,Van Ness,White,33772,Pet Products,1.06,0.50,1.00,0.00,0,2.56,0.15,3.3,0.5,3.3,0.15,3.73,Y,10,0,N
*079441002270,B00NDYAHOO,Pet Food Can Cover (Pack of 12),,,225039,Van Ness,,699596,Lawn & Patio,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,11.92,N,3,0,N
*079441002317,B008EHLTU6,"Pureness Stainless Steel Cat Dish, 8-Ounce",3.29,SS1,VNS-063,Van Ness,Silver,7848,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,3.9,1.3,4,0.25,3.18,N,10,0,N
*079441002324,B00DAMISM2,Stainless Steel Small Dish Non Skid 24oz,7.77,,079441002324,Van Ness,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,18.48,N,1,0,N
*079441002324,B008EHMNSS,"Pureness Stainless Steel Small Dish, 24-Ounce",5.99,SS2,VNS-062,Van Ness,Silver,6085,Pet Products,1.06,0.96,1.00,0.02,0,3.04,0.15,6.3,1.8,6.3,0.4,6.84,Y,12,0,N
