UPC,ASIN,Name,List Price,Model,MPN,Brand,Color,Sales Rank,Category,Pick & Pack,Weight Handling,Order Handling,30d Storage,VCF,FBA Fees,Referral,Width,Height,Length,Weight,Buy Box,FBA BB,New Offers,FBA Offers,AMZ on Listing
*026851071624,B007TU59R8,Dog Supplies Eight-In-One Quad Wormer For Dogs,,,EI07162,UPG - COMPANION ANIMAL,,150496,Pet Products,1.06,0.50,1.00,0.00,0,2.56,0.15,3.5,0.6,4.6,0.02,14.19,N,2,0,N
*026851071624,B0041KQYKU,Eio Wormer Safeguard 4 Md Dog,,,J7162-1,8 in 1,,44723,Pet Products,1.06,0.50,1.00,0.00,0,2.56,0.15,3.5,0.7,4.6,0.1,13.09,Y,9,4,N
*611102096084,B003WRHSJY,"8 In 1 Safe Guard Canine Dewormer for Medium Dogs, 2-Gram (3 Pouches per Pack)",20.12,J7162-1,J7162-1,Excel,beige,1398,Pet Products,1.06,0.50,1.00,0.00,0,2.56,0.15,3.5,0.5,4.6,0.02,8.99,Y,18,2,Y
*026851071624,B005PR3S20,Safe-Guard® Canine 2g 3pk,,,026851071624,Safeguard,,98605,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,7.99,N,1,0,N
*026851071624,B00HYEV9DC,United Pet Group - Ca 308678 Safeguard 4 Dog Wormr 2 Grm,0.0,,308678,United Pet Group,,545644,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,18.97,N,1,0,N
*015568940026,B00BS957ZK,Puppy Paste Vitamins 4.25 Oz,20.45,,N7305,United Pet,,300745,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,2.28,1.34,6.85,0.31,13.08,N,1,0,N
*026851073055,B000FPM69S,"Excel Enervite Daily Supplement Vitamin Paste for Puppies, 4.25-Ounce",7.99,N7305,N7305,Excel,,41512,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,2.3,1.2,6.7,0.35,7.99,Y,10,1,Y
*026851073154,B000FPM698,"Excel Calm-Quil Tablets, 60-Count",9.99,DEOJ7315,DEOJ7315,Excel,,323890,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,2.6,2.1,5.2,0.45,N/A,N,0,0,N
*026851073154,B00BUFVISC,EXCEL CALMING TABLETS - CHEWABLES 60 COUNT,,,,Spectrum,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*026851073154,B00TPAPPGU,8-in-1 J7315 Calming Tablets 60 Count,,,J7315,United Pet Group,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*026851073154,B003VPI8GE,Calming Tablets 60ct,,,,8-in-1,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,49.41,N,1,0,N
*026851780113,B000TZ5C18,Excel Joint Ensure Early Care Stage 1 Tabs (J7110),19.99,P-N78011,P-N78011,Excel,Blacks & Grays,75599,Pet Products,1.06,1.95,1.00,0.02,0,4.03,0.15,3.1,3.1,6,1,15.32,Y,10,3,Y
*026851780113,B00B39RAR8,8 In 1 Pet DEON78011 Excel Joint Ensure Early Care-Stage 1 - 100 Tabs,0.0,,DEON78011,8 IN 1 PET PRODUCTS,,582555,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*026851780113,B015MQ6HNU,8-in-1 P-N78011 Excel Joint Ensure Early Care Stage 1 100 Count,,,P-N78011,United Pet Group,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*026851780113,B007R6FN2U,Eight In One Excel Joint Ensure 100 Tablets - P-N78011,,,860422,8-in-1,,199987,Pet Products,1.06,1.95,1.00,0.02,0,4.03,0.15,3.2,3.1,5.9,1,23.23,Y,1,1,N
*026851780113,B0009YWIMA,"Simple Solution Washable Diapers, Medium",19.99,10593,10593,,,17076,Pet Products,1.06,0.96,1.00,0.03,0,3.05,0.15,5.5,1.9,8,0.25,13.82,Y,41,5,Y
*026851780120,B00B39R8CA,Eight in One Excel Joint Ensure Moderate Stage For Dogs -- 60 Tablets,26.28,,DEON78012,Mojetto,,620612,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,3,3,4.9,0.45,N/A,N,0,0,N
*617407645491,B0009YUDTU,"Simple Solution Washable Diaper, Large",21.49,10594,10594,Simple Solution,,16340,Pet Products,1.06,0.96,1.00,0.03,0,3.05,0.15,5.7,2.3,8.2,0.3,8.55,Y,32,4,Y
*026851780120,B000TZ1XMU,Excel Joint Ensure Moderate Care Stage 2 Tabs,17.99,P-N78012,P-N78012,Excel,,501084,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,2.7,2.7,5,0.65,N/A,N,0,0,N
*026851780120,B00BS958HM,8-in-1 P-N78012 Excel Joint Ensure Moderate Care Stage 2 60 Count,1838.0,P-N78012,P-N78012,Mojetto,,109857,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,2.8,2.7,5.1,0.7,13.15,Y,7,2,N
*026851780137,B004ZU0JNO,8-in-1 P-N78013 Excel Joint Ensure Advance Care Stage 3 60 Count,379900.0,,P-N78013,8 in 1,,93669,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,2.8,2.6,5,0.65,19.99,Y,6,3,N
*026851780137,B003RDY1ZC,Excel Joint Ensure Advance Care Stage 3 (60 chew tabs),,,026851780137,8 in 1,,163086,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,2.5,2.5,4.8,0.6,20.19,N,2,0,N
*026851780137,B0083BJXC4,Excel Joint Ensure Advanced Care Stage 3 - 60 Count,23.73,PUP-N78013,P-N78013,eCOTRITION,,421935,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,2.6,2.6,4.8,0.65,N/A,N,0,0,N
*026851780137,B000TZ8WYM,Excel Joint Ensure Advanced Care Stage 3 Tabs,22.99,P-N78013,P-N78013,Excel,"Tasty, chewable tabs",376107,Pet Products,1.06,0.96,1.00,0.01,0,3.03,0.15,2.7,2.7,5.1,0.65,N/A,N,0,0,N
*026851780212,B007B4X8WU,8in1 Excel Roundworm De-Wormer 4 Oz,,,CEOPN78021,8 IN 1 PET PRODUCTS,,,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,N/A,N,0,0,N
*026851780212,B004LOBELU,"Excel Roundworm Liquid Cat De-Wormer, 4-Ounce",6.49,26851780212,26851780212,Excel,Blacks & Grays,6976,Pet Products,1.06,0.96,1.00,0.00,0,3.02,0.15,1.8,1.6,4,0.4,4.99,N,15,0,Y
*026851820277,B009NE1PUI,"Nature's Miracle Disposable Litter Box, Small Animal, 1-Pack",,23082027,23082027,Nature's Miracle,,12357,Pet Products,1.06,0.96,1.00,0.11,0,3.13,0.15,9.9,2.9,12.3,0.65,2.69,N,5,0,Y
*026851820284,B0087Y5OOS,"Nature's Miracle Disposable Litter Box, Regular, 3-Pack",21.99,P-82028,P-82028,Nature's Miracle,Whitish,2142,Pet Products,1.06,5.07,1.00,0.46,0,7.59,0.15,12.2,7.2,16.9,2.95,11.99,Y,26,4,Y
*026851820284,B00BUFTMMG,Natures Miracle Disposable Litter Pan,,,P-82028,United Pet Group,,31016,Pet Products,N/A,N/A,N/A,N/A,N/A,N/A,0.15,0,0,0,0,19.67,N,2,0,N
*026851827184,B004WJKDJS,"Perfect Coat Hypoallergenic Conditioner, 16-Ounce (P-82718)",3.38,26851827184,26851827184,Perfect Coat,,9508,Pet Products,1.06,1.95,1.00,0.01,0,4.02,0.15,2.8,0.8,8.9,1.1,7.64,Y,9,2,Y
*026851840077,B00BUFX83A,"Ecotrition Snak Shak Chewable Perch, Large (P-84007)",6.85,26851840077,26851840077,eCOTRITION,,71852,Pet Products,1.06,0.96,1.00,0.03,0,3.05,0.15,6.3,1.5,11.8,0.25,6.85,Y,1,1,Y
*026851840077,B001VIY9KC,Edible Perch - Medium to Large Birds - 11 1/2 in. x 3/4 in. diameter,6.59,29106751,P-84007,JungleTalk,Brown,151591,Pet Products,4.09,3.62,0.00,0.18,0,7.89,0.15,14.9,2.8,17.7,0.15,8.47,N,8,1,N
*026851842217,B00JR8K7EU,"Ecotrition Snak Shak Treat Stuffer, Small, Peanut Butter Flavored (EC-84221)",4.99,EC-84221,EC-84221,eCOTRITION,,41575,Pet Products,1.06,0.96,1.00,0.02,0,3.04,0.15,3.5,2,6.9,0.3,4.99,Y,10,1,Y
*027043101129,B0006N3IK0,"LitterMaid Waste Receptacle Refills, 18 ct (LMR300)",19.99,LMR300,LMR300,LitterMaid,White,507,Pet Products,1.06,3.12,1.00,0.24,0,5.42,0.15,10.9,4.9,14.1,2.05,19.99,Y,16,1,Y
*027043101129,B01C7IOBF2,LitterMaid Waste Receptacle Refills - 72 Total (4 Packs with 18 per Pack),,,,LitterMaid,,,Pet Products,4.09,9.47,0.00,0.81,0,14.37,0.15,14.4,11.3,20,9.7,75.99,Y,1,1,N
*027043106681,B00M1ULIH6,Littermaid Carbon Filters,13.39,BC049764,LMF200,UNITED PET GROUP-LITTERMD,,,Grocery,1.06,0.96,1.00,0.01,0,3.03,0.15,3.1,2.1,7.2,0.15,14.8,Y,2,1,N
*027043106681,B0004FLUKK,"LitterMaid Carbon Filters, 12-Count (LMF200)",13.39,LMF200,LMF200,LitterMaid,white,3558,Pet Products,1.06,0.96,1.00,0.02,0,3.04,0.15,3,2,8,0.02,9.99,Y,27,5,Y
*027043106681,B00EQL3E6Q,LitterMaid,,,,LitterMaid,,645158,Pet Products,1.06,1.95,1.00,0.05,0,4.06,0.15,7.6,2.2,9.5,1,58.62,N,1,0,N
*027043106681,B01C7IIDZQ,LitterMaid Carbon Filters - 72 Total (6 Packs with 12 Filters per Pack),,,,LitterMaid,,77633,Pet Products,1.06,2.34,1.00,0.14,0,4.54,0.15,8.8,5.1,9.8,2.1,54.99,Y,1,1,N
*028023001019,B0152NLX6E,Weco 37700101 Multipack Freshwater Plant,8.96,37700101,37700101,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,11.0,N,1,0,N
*028023001026,B0152NLXCS,Weco 37700102 Multipack Freshwater Plant,15.44,37700102,37700102,Weco Products,,,Pet Products,4.09,6.35,0.00,0.48,0,10.92,0.15,13,10.5,14,6.15,13.32,N,3,1,N
*028023001033,B0152NLY1I,Weco 37700103 Multipack Freshwater Plant,16.54,37700103,37700103,Weco Products,,,Pet Products,4.09,6.35,0.00,0.47,0,10.91,0.15,13,9.3,15.5,6.95,13.91,N,3,1,N
*028023001040,B0152NM4H6,Weco 37700104 Multipack Freshwater Plant,16.54,37700104,37700104,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,13.91,N,2,0,N
*028023001064,B0152NM5NY,Weco 37700106 Multipack Freshwater Plant,19.46,37700106,37700106,Weco Products,,285409,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,15.46,N,2,0,N
*028023001071,B0152NM3XG,Weco 37700107 Multipack Freshwater Plant,19.46,37700107,37700107,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,15.46,N,1,0,N
*028023001200,B0152NN6NM,Weco 37700120 Multipack Marine Plant,22.96,37700120,37700120,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,17.3,N,3,0,N
*028023001217,B0152NN77W,Weco 37700121 Multipack Marine Plant,25.72,37700121,37700121,Weco Products,,,Pet Products,1.06,0.96,1.00,0.04,0,3.06,0.15,6.5,1.5,14,0.6,18.77,N,4,1,N
*028023021048,B0152NPBHQ,"Weco Aquarium Filter Floss, 4 oz",3.68,37702104,37702104,Weco Products,White,,Pet Products,1.06,0.96,1.00,0.16,0,3.18,0.15,10,4.5,11.5,0.2,6.5,N,3,0,N
*028023021161,B0152NP432,"Weco Aquarium Filter Floss, 16 oz",15.44,37702116,37702116,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,13.32,N,2,0,N
*028023025015,B0152NPB3A,"Weco Classic Aquarium Double Thick Polyfiber Filter Pad, 10 by 18""",7.14,37702501,37702501,Weco Products,,,Pet Products,1.06,0.96,1.00,0.09,0,3.11,0.15,10.5,2.5,10.5,0.2,9.8,N,3,1,N
*028023025053,B0152NPDCE,"Weco Aquarium Carbon Filter Pad 10"" x 18""",7.14,37702505,37702505,Weco Products,Black,75176,Pet Products,1.06,0.96,1.00,0.04,0,3.06,0.15,9.7,1.4,10,0.35,7.99,Y,3,1,N
*028023025107,B0152NPBEE,"Weco Classic Aquarium Phosphate Filter Pad, 10 by 18""",7.14,37702510,37702510,Weco Products,,332089,Pet Products,1.06,0.96,1.00,0.04,0,3.06,0.15,10.5,1.25,10.5,0.2,9.8,N,3,1,N
*028023025152,B0152NPD92,"Weco Aquarium Ammonia Filter Pad 10"" x 18""",5.7,37702515,37702515,Weco Products,beige,299793,Pet Products,1.06,0.96,1.00,0.04,0,3.06,0.15,7.7,1.5,9.9,0.5,7.99,Y,3,1,N
*028023025206,B0152NPBR6,"Weco Classic Aquarium Nitrate Filter Pad, 10 by 18""",7.14,37702520,37702520,Weco Products,,,Pet Products,1.06,0.96,1.00,0.06,0,3.08,0.15,10.5,1.75,11,0.4,9.8,N,3,1,N
*028023061006,B0152NNTKM,"Weco Freshwater Series Tiger Lotus Ornament, 6"", Red",2.16,37706100,37706100,Weco Products,Red,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.66,N,2,0,N
*028023061013,B0152NMKQ6,"Weco Freshwater Series Tiger Lotus Ornament, 6"", Green",2.16,37706101,37706101,Weco Products,Green,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.66,N,2,0,N
*028023061020,B0152NLI4G,"Weco Freshwater Series Asian Hairgrass Ornament, 6""",2.16,37706102,37706102,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.66,N,2,0,N
*028023061037,B0152NN02E,"Weco Freshwater Series Bacopa Ornament, 6"", Lime",2.16,37706103,37706103,Weco Products,Lime,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.66,N,2,0,N
*028023061044,B0152NLA76,"Weco Freshwater Series Anacharis Ornament, 6""",2.16,37706104,37706104,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.66,N,2,0,N
*028023061051,B0152NNLA0,"Weco Freshwater Series Hygrophilia Ornament, 6"", Red",2.16,37706105,37706105,Weco Products,Red,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.66,N,2,0,N
*028023061075,B0152NNDUS,"Weco Freshwater Series Foxtail Ornament, 6"", Red",2.16,37706107,37706107,Weco Products,Red,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.66,N,2,0,N
*028023061082,B0152NMCB4,"Weco Freshwater Series Foxtail Ornament, 6"", Green",2.16,37706108,37706108,Weco Products,Green,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.66,N,2,0,N
*028023061099,B0152NLHPG,"Weco Freshwater Series Bamboo Leaf Ornament, 6""",2.16,37706109,37706109,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.66,N,1,0,N
*028023061204,B0152NLQBQ,"Weco Freshwater Pro Series Red Cabomba Ornament, 6""",2.2,37706120,37706120,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.68,N,2,0,N
*028023061211,B0152NLQ3O,"Weco Freshwater Pro Series Cabomba Ornament, 6"", Green",2.2,37706121,37706121,Weco Products,Green,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.68,N,2,0,N
*028023061228,B0152NNSTY,"Weco Freshwater Pro Series Tonina Ornament, 6""",2.2,37706122,37706122,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.68,N,2,0,N
*028023061235,B0152NP3RY,"Weco Freshwater Pro Series Madagascar Lace Ornament, 6""",2.2,37706123,37706123,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.68,N,2,0,N
*028023061259,B0152NN05G,"Weco Freshwater Pro Series Ludwigia Ornament, 6"", Red",2.2,37706125,37706125,Weco Products,Red,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.68,N,1,0,N
*028023061303,B0152NMBWE,"Weco Marine Pro Series Giant Kelp Ornament, 6"", Green",2.42,37706130,37706130,Weco Products,Green,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.79,N,2,0,N
*028023061310,B0152NMC46,"Weco Marine Pro Series Giant Kelp Ornament, 6"", Purple",2.42,37706131,37706131,Weco Products,Purple,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.79,N,2,0,N
*028023061327,B0152NMBUG,"Weco Marine Pro Series Giant Kelp Ornament, 6"", Red",2.42,37706132,37706132,Weco Products,Red,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.79,N,2,0,N
*028023061334,B0152NM3ZY,"Weco Marine Pro Series Giant Halimeda Ornament, 6""",2.42,37706133,37706133,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.79,N,2,0,N
*028023061341,B0152NLPNK,"Weco Marine Pro Series Bushy Kelp Ornament, 6""",2.42,37706134,37706134,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.79,N,2,0,N
*028023061358,B0152NLQDO,"Weco Marine Pro Series Fine Branch Kelp Ornament, 6""",2.42,37706135,37706135,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.79,N,2,0,N
*028023061402,B0152NN0N8,"Weco Dream Series Tulips Ornament, 6"", Magenta",2.16,37706140,37706140,Weco Products,Magenta,,Pet Products,1.06,0.96,1.00,0.02,0,3.04,0.15,4.75,1.25,9,0.1,5.99,N,3,0,N
*028023061426,B0152NLXPK,"Weco Dream Series Fern Ornament, 6"", Fuchsia",2.32,37706142,37706142,Weco Products,Fuchsia,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.74,N,2,0,N
*028023061433,B0152NN6DW,"Weco Plant Pompom Ornament, 6""",2.32,37706143,37706143,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.74,N,2,0,N
*028023061440,B0152NMKNO,"Weco Plant Hash Ornament, 6""",2.32,37706144,37706144,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.74,N,2,0,N
*028023091010,B0152NMLUQ,"Weco Freshwater Series Tiger Lotus Ornament, 9"", Green",3.26,37709101,37709101,Weco Products,Green,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.24,N,2,0,N
*028023091027,B0152NLHNI,"Weco Freshwater Series Asian Hairgrass Ornament, 9""",3.26,37709102,37709102,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.24,N,2,0,N
*028023091034,B0152NMZWK,"Weco Freshwater Series Bacopa Ornament, 9"", Lime",3.26,37709103,37709103,Weco Products,Lime,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.24,N,2,0,N
*028023091041,B0152NLBMK,"Weco Freshwater Series Anacharis Ornament, 9""",3.26,37709104,37709104,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.24,N,2,0,N
*028023091058,B0152NNTTS,"Weco Freshwater Series Hygrophilia Ornament, 9"", Red",3.26,37709105,37709105,Weco Products,Red,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.24,N,2,0,N
*028023091065,B0152NMS04,"Weco Freshwater Series Japanese Cress Ornament, 9""",3.26,37709106,37709106,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.24,N,2,0,N
*028023091089,B0152NMC1Y,"Weco Freshwater Series Foxtail Ornament, 9"", Green",3.26,37709108,37709108,Weco Products,Green,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.24,N,2,0,N
*028023091218,B0152NLPL2,"Weco Plant Ornament, 9"", Red/Green",3.32,37709121,37709121,Weco Products,Red/Green,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.32,N,1,0,N
*028023091225,B0152NNSQC,"Weco Freshwater Pro Series Tonina Ornament, 9""",3.32,37709122,37709122,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.32,N,2,0,N
*028023091232,B0152NN0PQ,"Weco Plant Madagascar Lace Ornament, 9""",3.32,37709123,37709123,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.32,N,2,0,N
*028023091249,B0152NLAOY,"Weco Freshwater Pro Series Amazon Ruffled Sword Ornament, 9""",3.32,37709124,37709124,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.32,N,1,0,N
*028023091256,B0152NMZZ2,"Weco Freshwater Pro Series Ludwigia Ornament, 9"", Red",3.32,37709125,37709125,Weco Products,Red,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.32,N,2,0,N
*028023091300,B0152NMLGK,"Weco Plant Green Giant Kelp Ornament, 9""",3.68,37709130,37709130,Weco Products,,548757,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.44,N,2,0,N
*028023091317,B0152NNDJY,"Weco Plant Purple Giant Kelp Ornament, 9""",3.68,37709131,37709131,Weco Products,,548758,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,6.44,N,2,0,N
*028023091324,B0152NNLZU,"Weco Plant Giant Kelp Ornament, 9"", Red",3.68,37709132,37709132,Weco Products,Red,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.55,N,2,0,N
*028023091331,B0152NM4XU,"Weco Marine Pro Series Giant Halimeda Ornament, 9""",3.68,37709133,37709133,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.55,N,2,0,N
*028023091348,B0152NLPO4,"Weco Marine Pro Series Bushy Kelp Ornament, 9""",3.68,37709134,37709134,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.55,N,2,0,N
*028023091355,B0152NLXDM,"Weco Fine Kelp Branch Plant Ornament, 9""",3.68,37709135,37709135,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.55,N,2,0,N
*028023091409,B0152NN6FA,"Weco Dream Series Tulips Ornament, 9"", Magenta",3.26,37709140,37709140,Weco Products,Magenta,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.24,N,1,0,N
*028023091416,B0152NNDZ8,"Weco Plant Princess Feather Ornament, 9""",3.26,37709141,37709141,Weco Products,,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.24,N,2,0,N
*028023091423,B0152NLY22,"Weco Dream Series Fern Ornament, 9"", Fuchsia",3.26,37709142,37709142,Weco Products,Fuchsia,,Pet Products,4.09,5.96,0.00,0.45,0,10.50,0.15,15,8,15,5,7.24,N,1,0,N
*028023091430,B0152NN6HS,"Weco Plant Pompom Ornament, 9""",3.26,37709143,37709143,Weco Products,orange,,Pet Products,1.06,0.96,1.00,0.03,0,3.05,0.15,4.5,1.5,12,0.2,6.99,N,2,0,N
